Backbone,oxidised_smiles,Position,Functional Group,reduced_smiles
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CN(C)c1cc2ccccc2c2cc3nccnc3cc12,9.0,N(C)(C),CN(C)C1=CC2=CC=CC=C2C2=CC3=C(C=C21)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CN(C)c1cc2cc3nccnc3cc2c2ccccc12,10.0,N(C)(C),CN(C)C1=CC2=CC3=C(C=C2C2=CC=CC=C21)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CN(C)c1cccc2ccc3cc4nccnc4cc3c12,13.0,N(C)(C),CN(C)C1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CN(C)c1ccc2ccc3cc4nccnc4cc3c2c1,14.0,N(C)(C),CN(C)C1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CN(C)c1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,N(C)(C),CN(C)C1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CN(C)c1cccc2c1ccc1cc3nccnc3cc12,16.0,N(C)(C),CN(C)C1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CN(C)c1c2ccc3ccccc3c2cc2nccnc12,17.0,N(C)(C),CN(C)C1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,N(C),CNC1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1cnc2cc3ccc4ccccc4c3cc2n1,3.0,N(C),CNC1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1c2nccnc2cc2ccc3ccccc3c12,6.0,N(C),CNC1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1cc2ccccc2c2cc3nccnc3cc12,9.0,N(C),CNC1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1cc2cc3nccnc3cc2c2ccccc12,10.0,N(C),CNC1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1cccc2ccc3cc4nccnc4cc3c12,13.0,N(C),CNC1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1ccc2ccc3cc4nccnc4cc3c2c1,14.0,N(C),CNC1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,N(C),CNC1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1cccc2c1ccc1cc3nccnc3cc12,16.0,N(C),CNC1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CNc1c2ccc3ccccc3c2cc2nccnc12,17.0,N(C),CNC1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,NCCC(=O)(O),O=C(O)CCNC1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1cnc2cc3ccc4ccccc4c3cc2n1,3.0,NCCC(=O)(O),O=C(O)CCNC1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1c2nccnc2cc2ccc3ccccc3c12,6.0,NCCC(=O)(O),O=C(O)CCNC1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1cc2ccccc2c2cc3nccnc3cc12,9.0,NCCC(=O)(O),O=C(O)CCNC1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1cc2cc3nccnc3cc2c2ccccc12,10.0,NCCC(=O)(O),O=C(O)CCNC1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1cccc2ccc3cc4nccnc4cc3c12,13.0,NCCC(=O)(O),O=C(O)CCNC1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1ccc2ccc3cc4nccnc4cc3c2c1,14.0,NCCC(=O)(O),O=C(O)CCNC1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,NCCC(=O)(O),O=C(O)CCNC1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1cccc2c1ccc1cc3nccnc3cc12,16.0,NCCC(=O)(O),O=C(O)CCNC1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=C(O)CCNc1c2ccc3ccccc3c2cc2nccnc12,17.0,NCCC(=O)(O),O=C(O)CCNC1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,O(C),COC1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1cnc2cc3ccc4ccccc4c3cc2n1,3.0,O(C),COC1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1c2nccnc2cc2ccc3ccccc3c12,6.0,O(C),COC1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1cc2ccccc2c2cc3nccnc3cc12,9.0,O(C),COC1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1cc2cc3nccnc3cc2c2ccccc12,10.0,O(C),COC1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1cccc2ccc3cc4nccnc4cc3c12,13.0,O(C),COC1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1ccc2ccc3cc4nccnc4cc3c2c1,14.0,O(C),COC1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,O(C),COC1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1cccc2c1ccc1cc3nccnc3cc12,16.0,O(C),COC1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COc1c2ccc3ccccc3c2cc2nccnc12,17.0,O(C),COC1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,P(C)(C),CP(C)C1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1cnc2cc3ccc4ccccc4c3cc2n1,3.0,P(C)(C),CP(C)C1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1c2nccnc2cc2ccc3ccccc3c12,6.0,P(C)(C),CP(C)C1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1cc2ccccc2c2cc3nccnc3cc12,9.0,P(C)(C),CP(C)C1=CC2=CC=CC=C2C2=CC3=C(C=C21)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1cc2cc3nccnc3cc2c2ccccc12,10.0,P(C)(C),CP(C)C1=CC2=CC3=C(C=C2C2=CC=CC=C21)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1cccc2ccc3cc4nccnc4cc3c12,13.0,P(C)(C),CP(C)C1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1ccc2ccc3cc4nccnc4cc3c2c1,14.0,P(C)(C),CP(C)C1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,P(C)(C),CP(C)C1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1cccc2c1ccc1cc3nccnc3cc12,16.0,P(C)(C),CP(C)C1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CP(C)c1c2ccc3ccccc3c2cc2nccnc12,17.0,P(C)(C),CP(C)C1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,S(C),CSC1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1cnc2cc3ccc4ccccc4c3cc2n1,3.0,S(C),CSC1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1c2nccnc2cc2ccc3ccccc3c12,6.0,S(C),CSC1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1cc2ccccc2c2cc3nccnc3cc12,9.0,S(C),CSC1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1cc2cc3nccnc3cc2c2ccccc12,10.0,S(C),CSC1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1cccc2ccc3cc4nccnc4cc3c12,13.0,S(C),CSC1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1ccc2ccc3cc4nccnc4cc3c2c1,14.0,S(C),CSC1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,S(C),CSC1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1cccc2c1ccc1cc3nccnc3cc12,16.0,S(C),CSC1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CSc1c2ccc3ccccc3c2cc2nccnc12,17.0,S(C),CSC1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,[SiH3],[SiH3]C1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1cnc2cc3ccc4ccccc4c3cc2n1,3.0,[SiH3],[SiH3]C1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1c2nccnc2cc2ccc3ccccc3c12,6.0,[SiH3],[SiH3]C1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1cc2ccccc2c2cc3nccnc3cc12,9.0,[SiH3],[SiH3]C1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1cc2cc3nccnc3cc2c2ccccc12,10.0,[SiH3],[SiH3]C1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1cccc2ccc3cc4nccnc4cc3c12,13.0,[SiH3],[SiH3]C1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C12
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1ccc2ccc3cc4nccnc4cc3c2c1,14.0,[SiH3],[SiH3]C1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,[SiH3],[SiH3]C1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1cccc2c1ccc1cc3nccnc3cc12,16.0,[SiH3],[SiH3]C1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,[SiH3]c1c2ccc3ccccc3c2cc2nccnc12,17.0,[SiH3],[SiH3]C1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,S=c1cnc2cc3c(ccc4ccccc43)cc2[nH]1,2.0,S,S=C1C=NC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,S=c1cnc2cc3ccc4ccccc4c3cc2[nH]1,3.0,S,S=C1C=NC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Sc1c2nccnc2cc2ccc3ccccc3c12,6.0,S,SC1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Sc1cc2ccccc2c2cc3nccnc3cc12,9.0,S,SC1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Sc1cc2cc3nccnc3cc2c2ccccc12,10.0,S,SC1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Sc1cccc2ccc3cc4nccnc4cc3c12,13.0,S,SC1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C12
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Sc1ccc2ccc3cc4nccnc4cc3c2c1,14.0,S,SC1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Sc1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,S,SC1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Sc1cccc2c1ccc1cc3nccnc3cc12,16.0,S,SC1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Sc1c2ccc3ccccc3c2cc2nccnc12,17.0,S,SC1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,F,FC1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1cnc2cc3ccc4ccccc4c3cc2n1,3.0,F,FC1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1c2nccnc2cc2ccc3ccccc3c12,6.0,F,FC1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1cc2ccccc2c2cc3nccnc3cc12,9.0,F,FC1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1cc2cc3nccnc3cc2c2ccccc12,10.0,F,FC1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1cccc2ccc3cc4nccnc4cc3c12,13.0,F,FC1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C12
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1ccc2ccc3cc4nccnc4cc3c2c1,14.0,F,FC1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,F,FC1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1cccc2c1ccc1cc3nccnc3cc12,16.0,F,FC1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Fc1c2ccc3ccccc3c2cc2nccnc12,17.0,F,FC1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,Br,BrC1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1cnc2cc3ccc4ccccc4c3cc2n1,3.0,Br,BrC1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1c2nccnc2cc2ccc3ccccc3c12,6.0,Br,BrC1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1cc2ccccc2c2cc3nccnc3cc12,9.0,Br,BrC1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1cc2cc3nccnc3cc2c2ccccc12,10.0,Br,BrC1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1cccc2ccc3cc4nccnc4cc3c12,13.0,Br,BrC1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C12
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1ccc2ccc3cc4nccnc4cc3c2c1,14.0,Br,BrC1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,Br,BrC1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1cccc2c1ccc1cc3nccnc3cc12,16.0,Br,BrC1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,Brc1c2ccc3ccccc3c2cc2nccnc12,17.0,Br,BrC1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,CC,CCC1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1cnc2cc3ccc4ccccc4c3cc2n1,3.0,CC,CCC1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1c2nccnc2cc2ccc3ccccc3c12,6.0,CC,CCC1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1cc2ccccc2c2cc3nccnc3cc12,9.0,CC,CCC1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1cc2cc3nccnc3cc2c2ccccc12,10.0,CC,CCC1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1cccc2ccc3cc4nccnc4cc3c12,13.0,CC,CCC1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1ccc2ccc3cc4nccnc4cc3c2c1,14.0,CC,CCC1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,CC,CCC1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1cccc2c1ccc1cc3nccnc3cc12,16.0,CC,CCC1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,CCc1c2ccc3ccccc3c2cc2nccnc12,17.0,CC,CCC1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,C(=O),O=CC1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1cnc2cc3ccc4ccccc4c3cc2n1,3.0,C(=O),O=CC1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1c2nccnc2cc2ccc3ccccc3c12,6.0,C(=O),O=CC1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1cc2ccccc2c2cc3nccnc3cc12,9.0,C(=O),O=CC1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1cc2cc3nccnc3cc2c2ccccc12,10.0,C(=O),O=CC1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1cccc2ccc3cc4nccnc4cc3c12,13.0,C(=O),O=CC1=CC=CC2=CC=C3C=C4NC=CNC4=CC3=C12
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1ccc2ccc3cc4nccnc4cc3c2c1,14.0,C(=O),O=CC1=CC=C2C=CC3=CC4=C(C=C3C2=C1)NC=CN4
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1ccc2c(ccc3cc4nccnc4cc32)c1,15.0,C(=O),O=CC1=CC=C2C(=C1)C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1cccc2c1ccc1cc3nccnc3cc12,16.0,C(=O),O=CC1=CC=CC2=C1C=CC1=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,O=Cc1c2ccc3ccccc3c2cc2nccnc12,17.0,C(=O),O=CC1=C2C=CC3=CC=CC=C3C2=CC2=C1NC=CN2
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COC(=O)c1cnc2cc3c(ccc4ccccc43)cc2n1,2.0,C(=O)OC,COC(=O)C1=CNC2=CC3=C(C=CC4=CC=CC=C43)C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COC(=O)c1cnc2cc3ccc4ccccc4c3cc2n1,3.0,C(=O)OC,COC(=O)C1=CNC2=CC3=CC=C4C=CC=CC4=C3C=C2N1
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COC(=O)c1c2nccnc2cc2ccc3ccccc3c12,6.0,C(=O)OC,COC(=O)C1=C2NC=CNC2=CC2=CC=C3C=CC=CC3=C21
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COC(=O)c1cc2ccccc2c2cc3nccnc3cc12,9.0,C(=O)OC,COC(=O)C1=CC2=CC=CC=C2C2=CC3=C(C=C12)NC=CN3
C12=NC=CN=C1C=C3C(C=CC4=C3C=CC=C4)=C2,COC(=O)c1cc2cc3nccnc3cc2c2ccccc12,10.0,C(=O)OC,COC(=O)C1=CC2=CC3=C(C=C2C2=CC=CC=C12)NC=CN3
